index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-1346,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,2,3,3,5
S-1347,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,2,1,1
S-1348,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,5,1,3
S-1349,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,2,5,4,2
S-1350,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,1,5,2,4
S-1351,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,4,2,1
S-1352,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,2,5,5
S-1353,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,3,4,1,3
S-1463,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,1,3,3
S-1464,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,1,3,1,4
S-1465,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,4,1,3,4
S-1466,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,4,1,1,3
S-1467,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,2,4,5,1
S-1468,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,5,5,4,4
S-1469,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,1,4,1
S-1470,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,4,4,5
S-1471,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,5,5,4,1
S-1497,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,2,4,4
S-1498,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,1,3,4
S-1499,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,5,4,1
S-1500,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,1,4,1
S-1501,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,3,2,3
S-1502,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,4,4,5,3
S-1503,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,4,5,4
S-1504,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,1,4,5
S-1505,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,1,4,3
S-1506,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,1,3,5,2
S-1593,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,4,1,2
S-1595,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,2,1,4
S-1600,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,1,2,4
S-1601,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,4,2,5,2
S-1603,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,3,2,3,2
S-1606,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,2,3,4,3
S-1634,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,5,3,2
S-1635,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,4,5,1,3
S-1636,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,3,1,3,2
S-1637,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,5,3,4
S-1638,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,5,1,3
S-1639,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,1,5,1
S-1641,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,3,1,1
S-1642,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,4,4,1,2
S-1643,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,3,2,4
S-1644,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,4,3,5
S-1645,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,4,4,3,1
S-1646,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,2,2,4
S-1647,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,2,3,2,1
S-1649,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,5,1,2
S-1651,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,1,2,3,5
S-1652,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,3,5,5,4
S-1654,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,2,5,2
S-1655,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,1,5,4
S-1656,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,5,1,1
S-1657,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,1,1,1,3
S-1658,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,5,3,1,5
S-1662,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,5,4,2,2
S-1664,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,3,4,4,2
S-1665,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,2,1,3
S-1666,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,2,1,1
S-1667,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,1,1,1,5
S-1668,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,1,1,5
S-1669,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,4,5,5
S-1729,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,2,1,4
S-1742,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,1,3,2
S-1743,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,2,1,1,3
S-1745,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,2,2,2,5
S-1749,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,4,1,5
S-1750,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,2,1,4
S-1751,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,1,3,2,3
S-1752,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,4,3,3
S-1754,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,1,2,2,1
S-1756,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,5,3,1
S-1760,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,1,2,3
S-1762,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,3,1,1
S-1764,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,2,2,1
S-1767,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,4,4,3
S-1768,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,1,2,4,3
S-1769,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,5,4,1,5
S-1770,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,4,2,4,4
S-1771,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,5,1,1
S-1772,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,4,2,4,4
S-1775,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,2,3,5,2
S-1789,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,4,5,1,4
S-1792,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,3,5,2,5
S-1794,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,5,5,1
S-1796,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,1,5,1,2
S-1798,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,1,5,5,5
S-1906,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,1,1,2
S-1907,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,1,4,1
S-1910,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,5,5,4
S-1911,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,5,4,4
S-1912,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,1,3,2
S-1913,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,5,4,1
S-1916,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,1,2,3
S-1917,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,1,1,4,4
S-1918,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,4,3,1
S-1919,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,4,1,4,1
S-1920,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,2,4,2
S-1921,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,4,3,5
S-1922,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,5,5,4,5
S-1923,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,3,5,5
S-1924,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,3,3,5
S-1926,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,2,5,2
S-1927,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,1,3,5,5
S-1929,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,1,3,1,1
S-1931,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,3,3,5
S-1933,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,3,2,5,1
S-1934,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,2,4,2
S-1936,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,3,5,2
S-1939,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,3,5,5,4
S-1941,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,2,1,5,1
S-1942,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,1,5,1
S-1944,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,1,5,2
S-1945,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,2,2,1
S-1946,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,1,3,1
S-1947,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,1,3,4,5
S-1948,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,3,5,3
S-1949,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,4,4,1
S-1950,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,1,5,3
S-1951,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,3,5,4
S-1952,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,1,4,4
S-1953,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,2,3,2,5
S-1954,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,3,3,5
S-1955,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,4,4,5
S-1957,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,2,3,1
S-1958,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,1,4,3
S-1959,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,3,4,4,4
S-1960,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,1,1,2,5
S-1962,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,5,1,3,3
S-1964,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,3,5,2,5
S-1965,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,3,5,4,1
S-1966,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,5,1,2
S-1967,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,3,5,4,4
S-1969,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,4,2,4
S-1970,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,4,3,4,2
S-1971,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,2,3,1
S-1972,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,2,3,3,2
S-1973,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,5,1,2,1
S-1974,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,3,5,1,3
S-1975,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,5,2,5,4
S-1976,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,4,2,1
S-1977,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,5,4,2,5
S-1978,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,3,5,5
S-1980,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,5,2,1,5
S-1981,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,1,2,5
S-1982,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,4,3,3
S-1983,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,2,5,4,2
S-1984,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,4,5,5,5
S-1985,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,3,5,2
S-1986,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,2,5,1
S-1988,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,4,3,1,5
S-1989,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,5,1,4
S-1990,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,2,2,5
S-1991,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,1,2,2,1
S-1993,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,5,1,1,1
S-1994,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,2,4,3,2
S-1995,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,4,1,3,3
S-1996,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,3,5,4,5
S-1997,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,2,2,4
S-1998,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,4,1,2
S-2000,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,1,4,5
S-2001,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,4,3,2
S-2002,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,4,5,2
S-2003,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,2,5,4,5
S-2004,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,1,3,1,1
S-2005,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,4,4,4,5
S-2008,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,2,2,2
S-2009,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,3,4,2
S-2010,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,4,1,4,2
S-2011,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,4,2,5,4
S-2013,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,3,3,2
S-2014,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,5,2,2
S-2015,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,3,1,1
S-2016,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,3,4,2,5
S-2017,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,2,3,4
S-2018,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,1,2,1
S-2019,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,3,5,2,4
S-2020,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,4,3,1
S-2021,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,5,1,2,4
S-2023,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,5,5,4,1
S-2024,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,5,4,4,2
S-2025,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,1,2,2,2
S-2027,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,5,2,2,4
S-2028,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,4,2,3
S-2029,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,1,5,2
S-2032,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,4,4,1
S-2034,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,1,3,5
S-2035,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,1,1,3
S-2036,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,5,5,4
S-2037,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,1,1,1
S-2038,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,1,2,3,4
S-2039,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,1,1,1,4
S-2040,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,4,2,4,1
S-2041,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,3,1,2
S-2043,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,5,5,1,2
S-2044,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,5,3,2,2
S-2137,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,4,1,1,5
S-2138,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,1,3,2,2
S-2149,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,5,4,1
S-2150,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,5,5,1,4
S-2152,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,1,2,5,2
S-2154,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,4,1,3,2
S-2156,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,3,2,2
S-2157,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,4,3,5
S-2160,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,4,1,3,1
S-2161,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,1,5,1,5
S-2162,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,3,5,4,3
S-2163,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,5,1,4
S-2164,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,2,2,4,4
S-2165,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,1,3,3,3
S-2166,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,5,1,3
S-2168,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,4,3,2,1
S-2169,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,1,2,1
S-2170,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,3,2,5
S-2171,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,3,2,4
S-2172,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,2,3,5
S-2173,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,3,1,5
S-2174,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,4,1,4
S-2175,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,2,3,5,3
S-2176,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,3,5,5,2
S-2177,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,3,2,2
S-2179,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,5,4,4,5
S-2181,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,5,4,2
S-2221,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,5,5,3,2
S-2222,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,4,1,1,2
S-2223,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,2,2,1,2
S-2224,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,1,1,3
S-2225,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,4,3,3
S-2226,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,4,1,5
S-2227,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,1,4,5,1
S-2228,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,5,3,3,2
S-2229,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,2,5,1
S-2230,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,3,3,5,2
S-2231,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,5,5,2,3
S-2232,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,2,3,1,3
S-2233,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,5,1,3,4
S-2234,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,3,3,4
S-2235,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,1,3
S-2237,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,2,3,3,3
S-2238,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,5,4,4
S-2239,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,1,2,4
S-2240,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,5,4,3,2
S-2242,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,1,2,2
S-2243,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,5,3,3,1
S-2244,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,1,5,2
S-2245,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,3,4,5
S-2246,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,4,1,2
S-2247,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,4,5,1,2
S-2248,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,3,2,1
S-2249,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,5,5,3
S-2250,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,5,5,3
S-2251,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,5,4,3,4
S-2252,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,2,1,1,1
S-2253,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,4,5,2,5
S-2254,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,5,4,2
S-2257,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,5,5,4
S-2264,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,1,2,2
S-2276,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,3,2,1,4
S-2302,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,4,3,1,2
S-2305,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,5,4,4
S-2309,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,1,2,1,2
S-2311,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,5,2,2,5
S-2315,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,4,3,4,5
S-2316,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,5,3,3,3
S-2335,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,4,3,1,5
S-2344,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,2,1,1,3
S-2345,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,4,1,4
S-2346,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,3,2,5,3
S-2383,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,1,1,1
S-2409,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,3,4,1
S-2431,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,3,2,5
S-2432,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,4,3,2
S-2436,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,1,2,3,5
S-2441,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,5,5,5
S-2443,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,3,5,1,5
S-2445,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,1,4,4,2
S-2447,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,2,5,1,4
S-2448,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,3,4,3,1
S-2451,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,4,1,4
S-2452,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,3,2,5
S-2456,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,5,3,3,2
S-2457,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,5,5,2,4
S-2459,고등학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,5,4,1
S-2460,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,1,3,3
S-2463,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,1,3,4
S-2464,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,4,2,3
S-2465,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,4,1,2
S-2468,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,5,5,3
S-2471,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,2,4,3
S-2493,고등학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,2,2,5
S-2509,고등학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,2,2,2,5
