index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-1448,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,3,5,2
S-1452,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,1,3,2
S-1453,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,2,1,3,3
S-1460,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,4,1,3
S-1473,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,2,1,5
S-1474,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,4,1,5,5
S-1475,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,2,5,3,2
S-1476,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,3,1,3,1
S-1477,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,4,5,4
S-1478,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,1,4,1
S-1479,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,4,2,5,1
S-1480,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,3,1,3,2
S-1481,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,2,2,4,1
S-1482,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,2,4,1,3
S-1483,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,5,5,4
S-1484,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,4,1,3,4
S-1486,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,3,3,5
S-1487,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,4,2,4,3
S-1488,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,5,2,5
S-1489,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,3,5,5,5
S-1492,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,5,4,2,3
S-1494,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,2,2,3,4
S-1496,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,3,2,3,4,3
S-1507,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,1,3,3
S-1508,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,4,3,3
S-1509,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,4,1,5,3
S-1510,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,1,2,4
S-1511,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,4,2,1,1
S-1512,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,4,4,4,5
S-1513,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,2,2,2,3
S-1514,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,4,1,3,1
S-1515,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,3,4,3,4
S-1516,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,4,3,1
S-1517,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,3,5,2
S-1518,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,4,2,4
S-1519,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,1,3,4
S-1520,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,2,3,4
S-1521,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,1,5,3,1
S-1525,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,4,1,1
S-1526,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,1,1,2,5
S-1527,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,1,5,2
S-1528,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,5,3,5
S-1529,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,3,5,4
S-1530,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,4,2,5
S-1531,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,3,4,1,5
S-1533,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,3,3,2,3
S-1534,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,4,1,2,5
S-1536,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,4,4,3,4
S-1538,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,1,1,4,1
S-1542,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,4,3,2,4
S-1543,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,1,3,4
S-1544,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,5,5,4
S-1546,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,1,4,3,4
S-1547,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,4,5,2
S-1549,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,1,5,4
S-1550,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,3,3,5,4
S-1551,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,2,4,4,4
S-1552,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,5,4,4,1
S-1554,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,5,4,3
S-1557,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,5,4,2
S-1559,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,5,5,3,2
S-1560,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,1,2,5
S-1561,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,4,5,5,4
S-1563,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,3,3,2
S-1573,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,2,1,2
S-1579,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,3,5,5,1
S-1580,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,4,1,2
S-1594,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,5,3,5,2
S-1604,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,2,2,5,3
S-1605,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,4,4,4
S-1623,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,4,5,4,1
S-1625,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,1,5,2,5
S-1627,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,4,1,2,1
S-1629,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,2,5,1,5
S-1632,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,5,3,3,2,3
S-1633,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,5,1,3
S-1670,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,3,1,4,5
S-1671,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,2,2,1,4
S-1672,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,3,5,5,5
S-1673,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,1,2,4
S-1674,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,2,4,5,1
S-1675,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,3,3,5,4
S-1677,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,3,3,3,1
S-1678,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,4,2,5,2
S-1679,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,4,3,2,4
S-1680,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,2,1,4,4
S-1681,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,2,5,4
S-1682,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,1,5,1
S-1683,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,4,4,5,5
S-1684,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,2,5,5,1
S-1687,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,5,3,4
S-1689,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,3,1,3
S-1692,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,1,3,1
S-1693,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,1,2,3,5
S-1694,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,4,5,2,4
S-1695,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,3,1,4,2
S-1696,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,4,4,2,5
S-1697,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,1,4,2,1
S-1703,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,4,1,5,1
S-1704,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,1,4,3,1
S-1705,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,3,5,1
S-1706,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,1,4,2
S-1708,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,4,2,3,1
S-1723,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,1,5,3,3
S-1724,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,2,1,3,3
S-1727,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,1,4,3,4
S-1731,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,3,5,5,4
S-1732,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,5,1,2,3
S-1733,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,4,2,5
S-1735,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,3,2,3
S-1737,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,1,4,5,2
S-1738,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,4,1,3
S-1739,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,1,5,2,2
S-1765,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,5,3,5
S-1773,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,5,1,3,1
S-1776,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,5,4
S-1777,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,5,3,2
S-1778,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,4,5,1
S-1780,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,4,5,5,3
S-1781,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,3,4,4
S-1782,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,4,1,1,3
S-1784,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,5,4,3,3
S-1785,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,3,5,4,1
S-1786,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,2,1,5
S-1787,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,3,5,3
S-1790,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,1,1,5
S-1810,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,5,5,3,3
S-1811,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,3,2,3,3
S-1817,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,1,2,4,3
S-1820,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,4,5,5,5
S-1821,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,5,3,3
S-1826,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,2,4,4
S-1840,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,4,2,4,5
S-1841,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,5,1,1
S-1842,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,1,5,5,2
S-1844,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,5,5,5
S-1845,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,5,5,3,5
S-1846,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,4,3,4
S-1848,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,5,2,2,2
S-1851,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,4,4,2,5
S-1860,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,5,1,3,4
S-1862,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,4,3,2,3
S-1864,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,5,2,3,1
S-1865,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,3,4,4
S-1868,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,4,4,2,5
S-1869,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,1,1,1
S-1870,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,2,1,1
S-1871,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,2,4,5
S-1872,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,5,5,5
S-1874,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,5,2,1
S-1876,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,4,4,1
S-1877,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,4,4,5
S-1878,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,2,2,4,5
S-1879,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,3,3,1,3
S-1880,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,4,4,5,3
S-1882,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,1,1,5
S-1883,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,5,2,4,2
S-1885,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,2,3,1
S-1886,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,2,3,5
S-1888,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,2,5,3
S-1889,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,4,1,1,5
S-1898,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,5,4,2
S-1899,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,2,3,4,3
S-1900,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,3,2,1
S-1903,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,1,4,4,1
S-1904,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,1,4,2,3
S-1905,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,2,5,1,4
S-2045,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,2,5,1,1
S-2046,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,5,3,3,2
S-2047,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,5,1,2,4
S-2048,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,3,1,2
S-2049,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,3,4,4
S-2050,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,2,5,4
S-2051,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,1,3,2
S-2052,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,1,3,2
S-2053,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,2,4,5
S-2055,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,5,1,1,1
S-2056,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,4,5,1,1
S-2057,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,5,1,4,3
S-2059,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,3,3,2
S-2060,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,5,2,4
S-2061,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,1,5,2
S-2062,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,2,4,2
S-2064,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,2,4,1,4
S-2066,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,3,5,1
S-2067,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,4,1,4
S-2068,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,3,3,2
S-2071,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,3,4,2,2
S-2073,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,4,1,5,4
S-2074,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,2,5,2,3
S-2075,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,1,1,1,4
S-2076,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,4,5,3,1
S-2077,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,5,3,1,5
S-2078,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,3,2,5,2
S-2079,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,5,4,3,1
S-2080,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,2,1,5,2
S-2081,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,5,2,3
S-2083,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,5,1,2
S-2087,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,2,1,2,4
S-2089,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,5,3,5,4
S-2090,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,2,5,5,3
S-2091,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,1,3,1
S-2092,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,1,5,1,5
S-2093,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,2,1,4
S-2094,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,3,4,3
S-2095,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,2,2,3,1
S-2099,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,2,5,4,1
S-2103,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,3,2,3
S-2104,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,1,5,1,2
S-2105,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,2,2,1
S-2106,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,3,4,3
S-2108,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,5,4,5,2
S-2109,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,5,5,3
S-2110,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,4,4,1
S-2111,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,3,2,1,1
S-2112,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,2,5,5,5
S-2114,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,1,4,5
S-2115,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,1,1,3
S-2117,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,2,1,5,3
S-2118,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,2,2,1,2
S-2119,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,5,5,5,2
S-2120,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,2,3,3
S-2122,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,5,1,4
S-2125,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,5,2,1,4
S-2127,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,1,5,4,1
S-2128,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,5,3,4,1
S-2130,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,2,2,3
S-2131,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,1,1,2,3
S-2132,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,5,4,5,4
S-2133,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,2,5,1
S-2134,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,1,3,5
S-2135,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,2,1,2
S-2136,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,3,3,1,4
S-2142,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,1,4,1,1
S-2144,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,4,2,4
S-2145,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,1,2,2,5
S-2147,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,1,2,1
S-2183,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,1,2,3,3
S-2184,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,3,2,5
S-2185,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,3,2,2,3
S-2186,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,5,3,4,3
S-2187,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,2,5,5,2,4
S-2188,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,2,5,4,4
S-2189,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,1,2,1
S-2190,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,3,3,5,5
S-2192,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,5,3,5
S-2194,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,4,5,1,5
S-2196,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,2,5,2,3
S-2197,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,1,4,1
S-2198,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,3,3,4,5
S-2199,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,3,4,1
S-2200,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,1,5,2,1
S-2201,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,3,4,5,4
S-2202,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,1,3,5
S-2203,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,4,2,2
S-2205,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,4,2,5,5
S-2206,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,4,1,2,1
S-2207,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,1,5,4
S-2209,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,2,1,2,5
S-2210,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,1,5,3
S-2211,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,4,5,1,2
S-2213,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,4,4,2
S-2215,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,5,2,1
S-2216,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,2,5,3,5,3
S-2217,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,2,5,1,3
S-2219,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,1,4,4,1
S-2260,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,2,3,2,4
S-2265,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,3,3,4,5
S-2269,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,2,2,3,1
S-2272,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,3,4,1
S-2273,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,4,1,1,5
S-2278,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,2,2,4
S-2279,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,3,4,2,5,5
S-2280,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,4,1,1
S-2285,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,3,1,4
S-2286,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,2,1,2,2
S-2287,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,5,1,3
S-2290,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,1,4,5,5
S-2297,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,1,1,3
S-2313,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,2,2,2,5
S-2318,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,1,5,5,3
S-2322,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,5,3,1,5
S-2323,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,1,5,5
S-2325,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,2,5,5,4,3
S-2326,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,5,5,3
S-2328,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,4,1,1
S-2329,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,5,2,3
S-2332,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,4,4,2,1,2
S-2336,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,1,4,2,1
S-2338,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,1,2,5
S-2339,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,5,4,5,2
S-2341,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,3,1,3
S-2348,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,4,1,5
S-2353,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,2,3,3
S-2354,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,3,5,3,4
S-2355,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,5,3,3,3
S-2357,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,5,5,5,5
